ID,Title,Company,Location,Type,Category,Skills,Description,Created At
69d388dec481410daa970b42,"IT Programmer","PT. Mahawira","Jakarta Selatan, DKI Jakarta","Penuh Waktu","Engineering","English Language; +7","IT Programmer di PT. Mahawira. Bertanggung jawab dalam posisi ini di Jakarta Selatan, DKI Jakarta. Skill yang diutamakan: English Language, +7.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b43,"PHP Programmer","Sahabat Mediacom","Kab. Sleman, DI Yogyakarta","Penuh Waktu","Engineering","jQuery; MySQL; +2","PHP Programmer di Sahabat Mediacom. Bertanggung jawab dalam posisi ini di Kab. Sleman, DI Yogyakarta. Skill yang diutamakan: jQuery, MySQL, +2.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b44,"Desktop Programmer","Software Gallery","Surabaya, Jawa Timur","Penuh Waktu","Engineering","MySQL; +4","Desktop Programmer di Software Gallery. Bertanggung jawab dalam posisi ini di Surabaya, Jawa Timur. Skill yang diutamakan: MySQL, +4.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b45,"Web Programmer","PT ONGPIN JAYA INDONESIA","Jakarta Utara, DKI Jakarta","Penuh Waktu","Engineering","React, Vue, Atau Angular.; +14","Web Programmer di PT ONGPIN JAYA INDONESIA. Bertanggung jawab dalam posisi ini di Jakarta Utara, DKI Jakarta. Skill yang diutamakan: React, Vue, Atau Angular., +14.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b46,"Programmer IT","CV. Pang Ping Pong","Kab. Bandung, Jawa Barat","Penuh Waktu","Engineering","Technical Support; +4","Programmer IT di CV. Pang Ping Pong. Bertanggung jawab dalam posisi ini di Kab. Bandung, Jawa Barat. Skill yang diutamakan: Technical Support, +4.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b47,"IT Programmer","Abhati Group","Jakarta Utara, DKI Jakarta","Penuh Waktu","Engineering","Python; PHP; MySQL","IT Programmer di Abhati Group. Bertanggung jawab dalam posisi ini di Jakarta Utara, DKI Jakarta. Skill yang diutamakan: Python, PHP, MySQL.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b48,"CNC PROGRAMMER","PT. Jansen Indonesia","Semarang, Jawa Tengah","Penuh Waktu","Engineering","Python; Java; +8","CNC PROGRAMMER di PT. Jansen Indonesia. Bertanggung jawab dalam posisi ini di Semarang, Jawa Tengah. Skill yang diutamakan: Python, Java, +8.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b49,"Programmer Odoo","PT Jidoka System Indonesia","Kab. Karawang, Jawa Barat","Penuh Waktu","Engineering","Python; +9","Programmer Odoo di PT Jidoka System Indonesia. Bertanggung jawab dalam posisi ini di Kab. Karawang, Jawa Barat. Skill yang diutamakan: Python, +9.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b4a,"Content Writer","CV. Master Penerjemah Indonesia","Kab. Sleman, DI Yogyakarta","Penuh Waktu","Marketing","+4; Hybrid
1 - 3 tahun pengalaman
Minimal Sarjana (S1); Hybrid; 1 - 3 tahun pengalaman; Minimal Sarjana (S1); Copywriting; Content Writing; Content Editing","Deskripsi pekerjaan Content Writer CV. Master Penerjemah Indonesia LOWONGAN KERJA: CONTENT WRITER (FULL TIME – WFO/Hybrid) Posisi: Content Writer / Penulis Artikel
Status: Full Time
Sistem Kerja: Hybrid Plaza UNY, Jln. Affandi 🎯 Deskripsi Pekerjaan Menulis artikel SEO untuk website (topik: terjemahan, pendidikan, visa, dokumen resmi, dll)
Melakukan riset keyword sederhana menggunakan tools (Google, Ubersuggest, dll)
Menyusun artikel dengan struktur SEO (judul, heading, internal link)
Mengoptimasi artikel agar mudah dibaca & ranking di Google
Update dan revisi artikel lama jika diperlukan
Bekerja sesuai target harian & mingguan 📌 Kualifikasi Minimal pendidikan S1 semua jurusan
Memiliki kemampuan menulis yang baik, jelas, dan rapi
Terbiasa menulis artikel
Paham dasar SEO (keyword, heading, meta, dll)
Memahami tools SEO (Ahrefs, Ubersuggest, dll)
Mampu riset dan memahami topik baru dengan cepat
Disiplin, detail, dan bertanggung jawab
Bersedia bekerja WFO",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b4b,"Technical Writer","PT. Amar Mulia Bersama","Jakarta Utara, DKI Jakarta","Penuh Waktu","Engineering","Kubernetes; +2; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal SMA/SMK; 20-24 tahun; Windows Server Administration; Teamwork","Deskripsi pekerjaan Technical Writer PT. Amar Mulia Bersama Jobdesk : Bekerja sama dengan tim internal untuk memperoleh pemahaman mendalam tentang produk dan persyaratan dokumentasi
Menghasilkan dokumentasi berkualitas tinggi yang memenuhi standar yang berlaku dan sesuai untuk audiens yang dituju
Menulis teks antarmuka pengguna yang mudah dipahami, bantuan daring, dan panduan pengembang
Membuat tutorial untuk membantu pengguna akhir menggunakan berbagai aplikasi
Menganalisis konten yang ada dan potensial, dengan fokus pada peluang penggunaan ulang dan sumber tunggal
Membuat dan memelihara arsitektur informasi",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b4c,"Content Writer","PT.Matra Digital Group","Bandar Lampung, Lampung","Penuh Waktu","Marketing","Creative Writing; Content Writing; +1; Kerja di kantor; Pengalaman kurang dari 1 tahun; Minimal SMA/SMK; 18-27 tahun; Marketing Communications","Deskripsi pekerjaan Content Writer PT.Matra Digital Group 📢 OPEN RECRUITMENT MARCO DIGITAL PARTNER (Digital marketing agency) Merupakan perusahaan Digital Marketing Agency yang membantu perusahaan untuk melakukan pemasaran melalui media digital marketing. Mulai dari pembuatan Content, Perencanaan dan strategi marketing, serta Performance Marketing agar penjualan bisa lebih baik dan objektif. saat ini ber di kota palembang berdiri tahun 2019 Kami membutuhkan Content Writer ✍️ Content Writer 📌 Tugas & Tanggung Jawab: 1. Membuat scripting content (Reels, TikTok, YouTube, dll). 2. Membuat caption media sosial. 3. Melakukan optimasi SEO di search engine. 4. Membuat deskripsi bisnis dan company profile. 5. Melakukan keyword research. 6. Menulis artikel untuk website/blog. 7. Membuat press release. 8. Membuat caption Ads dan WhatsApp Blast. 9. Posting dan mengelola konten poster. 📌 Kualifikasi: 1. Minimal pendidikan SMA/SMK sederajat (lebih disukai D3/S1 Komunikasi, Marketing, Sastra, atau jurusan relevan). Memiliki kemampuan menulis yang baik, kreatif, dan komunikatif. Mampu melakukan riset dan mengembangkan ide/topik. Teliti, rapi, serta mampu bekerja dengan deadline. Memahami dasar SEO menjadi nilai plus. Mampu menulis berbagai jenis konten (artikel, caption, script, copywriting). Memiliki portofolio tulisan (diutamakan/wajib sesuai kebutuhan). Mampu bekerja dalam tim dan berkomunikasi dengan baik. Bersedia ditempatkan di Kota Palembang. ✅ Benefit 1. Tahsin Mengaji setiap Jum'at 3. Jenjang karir yang jelas , Jenjang gaji berjenjang. Bonus OKR Target 5. Bonus tahunan 6. BPJS 7. Kantor ala Gen Z 8. Fasilitas kantor, wifi, Pantry, Chillzone. pelatihan / sertifikasi 10. kepemilikan saham karyawan 11. tunjangan harian 12. makan siang ditanggung kantor 13. acara kantor & tim 14. cuti tahunan",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b4d,"Technical Writer","PT Pronata Data Insani","Jakarta Selatan, DKI Jakarta","Penuh Waktu","Engineering","Flowchart; +4; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Diploma (D1 - D4); Administration; Microsoft Office; Fsd","Deskripsi pekerjaan Technical Writer PT Pronata Data Insani Qualifications: Minimum Diploma 3 (D3)
Good documentation writing and communication skills
Able to operate documentation tools well, such as MS Office, Google Docs, and other supporting documentation tools
Understand and be able to create application procedures, application architecture, and application flow
Understand and be able to create flowcharts, ERDs, and UML
Able to create neat documents using proper Indonesian spelling",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b4e,"Content Writer","Indonesian Certification Center","Yogyakarta, DI Yogyakarta","Penuh Waktu","Marketing","Search Engine Optimization (SEO); Creative Writing; +5; Kerja di kantor
Minimal Diploma (D1 - D4)
19-30 tahun; Kerja di kantor; Minimal Diploma (D1 - D4); 19-30 tahun; Content Editing","Deskripsi pekerjaan Content Writer Indonesian Certification Center
Riset topik dan kata kunci
Mencari breferensi konten
Menulis artikel SEO Blog/ Website
Copywriting Social Media
Scripting
Editing dan Proofreading
Optimasi On-Page SEO
Kolaborasi tim kerja",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b4f,"Technical Writer","Lawencon International","Jakarta Selatan, DKI Jakarta","Penuh Waktu","Engineering","Flowchart; +6; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Diploma (D1 - D4); Customer Service; Draw.io; Microsoft Visio","Deskripsi pekerjaan Technical Writer Lawencon International Key Responsibilities: Create, maintain, and update application documentation, including user guides, technical procedures, application flows, and system architecture diagrams. Develop structured documentation such as flowcharts, Entity Relationship Diagrams (ERD), and UML diagrams. Ensure all documentation follows proper writing standards, formatting guidelines, and is easy for readers to understand. Collaborate with developers, system analysts, and other IT teams to gather information and ensure documentation accuracy. Use various documentation tools (Microsoft Office, Google Docs, and other documentation tools) to produce professional and organized documents. Review, revise, and improve existing documentation to maintain clarity and consistency. Assist in organizing technical information and converting it into user-friendly manuals or operational guides. Maintain version control and ensure all documents are up to date with the latest system changes and updates. Requirements: Minimum education: Diploma 3 (D3) in Information Technology, Computer Science, Technical Writing, or a related field. Strong documentation writing and communication skills. Proficient in documentation tools such as Microsoft Office, Google Docs, and other supporting tools. Ability to create and understand application procedures, application architecture, and application flow. Ability to create Flowcharts, ERD, and UML diagrams. Able to produce documents neatly and according to standardized writing conventions.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b50,"Technical Writer","PT Blackwolves Indonesia Perkasa","Jakarta Utara, DKI Jakarta","Penuh Waktu","Engineering","Pembuatan Dokumen; Official Document Writing; +5; Kerja di kantor; Pengalaman kurang dari 1 tahun; Minimal Sarjana (S1); Report Handling; Pembuatan Laporan Teknis","Deskripsi pekerjaan Technical Writer PT Blackwolves Indonesia Perkasa Deskripsi Pekerjaan Kami membuka kesempatan bagi mahasiswa untuk melakukan praktik kerja sebagai Technical Writer Intern, mendukung dokumentasi proyek serta memastikan catatan proyek tersusun rapi, akurat, dan selalu diperbarui. Tanggung Jawab (Praktik Kerja): Melakukan praktik kerja dalam pembuatan dan pemeliharaan dokumentasi proyek dari awal hingga selesai. Melakukan praktik kerja dalam penyusunan dokumen agar detail dan terorganisir. Melakukan praktik kerja dalam pencatatan aktivitas proyek, laporan, dan deliverables dengan format profesional. Melakukan praktik kerja dalam menjaga akurasi, konsistensi, serta kontrol versi dokumen. Melakukan praktik kerja dalam pembaruan dokumen sesuai perkembangan proyek. Melakukan praktik kerja dalam mendukung tim proyek menyiapkan laporan, presentasi, dan ringkasan proyek. Kualifikasi: Mahasiswa aktif (minimal semester 5) dari jurusan terkait. Memiliki perhatian tinggi terhadap detail dan disiplin dalam dokumentasi. Kemampuan mengetik cepat dan akurat. Mampu mengorganisir informasi secara jelas dan terstruktur. Menguasai Microsoft Word, Excel, dan PowerPoint menjadi poin plus. Familiar dengan shortcut atau fitur lanjutan MS Office menjadi nilai tambah. Mampu bekerja sama dengan tim proyek dan mengikuti timeline. Memiliki kemampuan komunikasi yang baik serta dapat memahami informasi teknis. Keterampilan Tambahan (Nilai Plus): Pernah terlibat dalam dokumentasi proyek atau penulisan teknis. Mengenal dokumen manajemen proyek (MOM, laporan, rencana proyek). Memiliki pemahaman dasar mengenai proyek IT atau teknis. Terbiasa menggunakan standar atau template dokumentasi. Sistem Kerja Work From Office (WFO). 5 hari kerja (Senin–Jumat). Jam kerja 09.00–17.00 WIB. Jam kerja dapat menyesuaikan kebijakan perusahaan, misalnya saat bulan puasa menjadi 08.00–16.00 WIB. Kandidat diharapkan dapat mengikuti sistem kerja ini sesuai kebijakan perusahaan (Wajib). Durasi Magang Durasi magang bersifat fleksibel sesuai kesepakatan bersama. Umumnya berlangsung antara 3–6 bulan, namun dapat disesuaikan selama periode magang tetap masuk akal. Benefit Magang: Paid internship dengan rate Rp2.500.000 per bulan. Iuran BPJS Kesehatan & Jamsostek ditanggung perusahaan. Meal allowance sebesar Rp15.000 per hari (diluar uang saku). Kesempatan mengikuti team bonding & events bersama tim. Transportasi umum dekat dengan kerja (Transjakarta). Sertifikat setelah menyelesaikan program magang. Tunjangan Hari Raya (THR) bagi peserta magang yang telah bekerja lebih dari 1 bulan.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b51,"Content Writer","PT Mahkota Kreasi Indonesia","Bekasi, Jawa Barat","Penuh Waktu","Marketing","Creative Writing; +5; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Diploma (D1 - D4); 23-28 tahun; Teamwork; Content Writing","Deskripsi pekerjaan Content Writer PT Mahkota Kreasi Indonesia JOB DESCRIPTION 1. Riset & Perencanaan Konten · Riset topik sesuai niche atau industri klien · Menganalisis kompetitor dan tren pasar · Membuat content plan atau editorial calendar 2. Penulisan Konten · Menulis artikel untuk blog atau website · Menulis caption untuk media sosial · Membuat copy untuk iklan digital (Facebook Ads, Google Ads, dll) · Menulis script untuk video marketing, reels, atau YouTube · Menyusun email marketing/newsletter · Membuat konsep shooting yang dibutuhkan untuk iklan maupun konten harian 3. Optimasi Konten (SEO & Engagement) · Menerapkan teknik SEO on-page (penggunaan keyword, struktur heading, meta description, dll) · Menyesuaikan tone & style dengan brand voice · Membuat konten yang mendorong engagement atau konversi 4. Mengedit & Merevisi · Mengecek ulang ejaan, tata bahasa, dan struktur tulisan · Melakukan revisi sesuai masukan editor, atasan, atau klien. 5. Kolaborasi dengan Tim Lain · Bekerja sama dengan desainer grafis, videografer, atau tim sosial media · Brainstorm ide kampanye bareng tim kreatif · Berkoordinasi dengan klien untuk revisi atau approval 6. Penjadwalan & Manajemen Konten · Mengatur timeline pembuatan dan publikasi konten. · Kadang menggunakan tools seperti Trello, Notion, Google Calendar atau tools lainnya yang telah disepakati bersama. 7. Analisis Performa Konten · Memantau performa konten lewat tools seperti Google Analytics, Meta Insights, dll. · Mengambil insight untuk perbaikan konten selanjutnya. · Memastikan konten yang naik tepat 8. Manajemen Proyek (opsional) · Mengatur deadline dan pengiriman konten · Mengelola beberapa klien sekaligus (multi-brand) JOB REQUIREMENT · Wanita/laki-laki 23 - 28 tahun · Minimal pendidikan D3 Komunikasi · Berpengalaman min. 1 tahun di industri sejenis · Memiliki attitude yang baik & sopan · Komunikatif · Memiliki ide-ide kreatif · Mengikuti trend saat ini · WAJIB berpengalaman membuat konten feed, story untuk sosial media · Bisa menulis artikel dengan menggunakan SEO · Mampu menggunakan aplikasi berbasis Al (Artificial Intelligence)",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b52,"Technical Writer","Pt Satkomindo Mediyasa","Jakarta Selatan, DKI Jakarta","Penuh Waktu","Engineering","Jira; +3; Kerja di kantor
1 - 3 tahun pengalaman
Minimal Sarjana (S1); Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Sarjana (S1); GIT; Agile Project Management","Deskripsi pekerjaan Technical Writer Pt Satkomindo Mediyasa Pengalaman minimal 2 tahun sebagai Technical Writer, lebih disukai di lingkungan Agile. Memahami prinsip dan siklus Agile (Scrum/Kanban). Kemampuan menulis dengan yang baik dan jelas. Familiar dengan tools dokumentasi seperti Confluence, Jira, dan sejenisnya
Familiar dan mahir dengan tools dokumentasi seperti Confluence, Markdown, Git, atau alat serupa. Mampu memahami konsep teknis dan menjelaskan dengan bahasa yang mudah dipahami. Komunikatif dan mampu berkolaborasi dengan berbagai tim (dev, QA, product). Detail-oriented dan mampu bekerja dalam deadline sprint yang ketat. Penempatan di Jakarta",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b53,"Copy writer","Seniman Bocah Studio","Kab. Bangli, Bali","Penuh Waktu","Engineering","Content Editing; +6; Kerja di kantor
1 - 3 tahun pengalaman
Minimal Sarjana (S1); Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Sarjana (S1); Creative Writing; Copy Editing","Deskripsi pekerjaan Copy writer Seniman Bocah Studio
Mempunyai Portofolio
Mampu menulis copy yang jelas, menarik, dan persuasif untuk berbagai kebutuhan konten. Memiliki pemahaman storytelling dan teknik marketing dalam penulisan. Kreatif dalam membuat ide konten serta mampu menyesuaikan dengan karakter brand. Teliti, komunikatif, dan mampu bekerja sesuai deadline.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b54,"Content Writer","PT Diam Aja Beres","Kab. Sleman, DI Yogyakarta","Penuh Waktu","Marketing","Copy Editing; +6; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Diploma (D1 - D4); Content Editing; Copywriting; Content Writing","Deskripsi pekerjaan Content Writer PT Diam Aja Beres Kami membuka kesempatan bagi kamu yang memiliki ketertarikan kuat pada dunia jurnalistik untuk bergabung sebagai Content Writer di media online kami. Sebagai Content Writer, kamu akan bertanggung jawab dalam menulis dan mengembangkan konten berita yang akurat, relevan, dan berimbang, serta mampu menyajikan isu terkini dengan sudut pandang yang berbeda dan mudah dipahami pembaca. Tanggung Jawab Menulis berita harian berbasis fakta
Mengolah informasi menjadi artikel yang jelas, ringkas, dan sesuai kaidah jurnalistik
Mengikuti perkembangan isu nasional, lokal, sosial, budaya, ekonomi, hingga lifestyle Kualifikasi Memiliki kemampuan menulis berita yang baik dan terstruktur
Memahami dasar-dasar jurnalistik dan kode etik pers
Terbiasa menulis cepat. Word/minute 80
Peka terhadap isu aktual dan tren yang sedang berkembang
Mampu bekerja dengan deadline
Pengalaman sebagai content writer/jurnalis menjadi nilai tambah (fresh graduate dipersilakan melamar) Nilai Tambah Pernah menulis di media online, blog, atau platform publik
Memiliki jaringan narasumber atau kemampuan wawancara
Terbiasa menggunakan CMS (WordPress atau sejenisnya)",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b55,"Content Writer","PT NELLAVA FINE JEWELLERY","Surabaya, Jawa Timur","Penuh Waktu","Marketing","Content Writing; +5; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal SMA/SMK; 22-40 tahun; Creative Writing; Copy Editing","Deskripsi pekerjaan Content Writer PT NELLAVA FINE JEWELLERY WE ARE HIRING CONTENT WRITER Halo, kami sedang mencari Content Writer yang kreatif dan detail untuk bergabung bersama tim kami! 📍 Surabaya Barat 🕒 Pekerjaan: Full Time Tanggung Jawab: - Menulis artikel, caption media sosial, dan konten website - Melakukan riset topik yang relevan dengan industri - Mengoptimasi konten agar SEO-friendly - Bekerja sama dengan tim marketing dan desain - Mengedit dan memastikan kualitas tulisan sebelum dipublikasikan Kualifikasi: - Memiliki pengalaman sebagai Content Writer / Copywriter (lebih disukai) - Memiliki kemampuan menulis yang baik dan kreatif - Memahami dasar SEO menjadi nilai tambah - Terbiasa membuat konten untuk media sosial atau blog - Mampu bekerja dengan deadline",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b56,"Copy Writer","PT Chari Makmur Indonesia","Surakarta, Jawa Tengah","Penuh Waktu","Engineering","Proofreading; +5; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Diploma (D1 - D4); Content Writing; Creative Writing; Copywriting","Deskripsi pekerjaan Copy Writer PT Chari Makmur Indonesia Kami mencari Copywriter kreatif dan strategis yang mampu mengubah ide menjadi kata-kata yang menarik, persuasif, dan berdampak pada penjualan. Tanggung Jawab: Menulis konten untuk kebutuhan marketing: social media, website, landing page, email campaign, dan materi promosi lainnya
Membuat copy untuk iklan (Social media, marketplace, dll.)
Mengembangkan konsep dan angle campaign bersama tim marketing
Melakukan riset tren, kompetitor, dan target market
Memastikan tone of voice brand konsisten di semua channel Kualifikasi: Pengalaman minimal 1–2 tahun sebagai Copywriter / Content Writer / Digital Marketing
Memahami teknik copywriting (AIDA, PAS, storytelling, dll.)
Terbiasa menulis copy yang berorientasi pada conversion
Kreatif, detail-oriented, dan mampu bekerja dengan deadline
Nilai tambah jika memahami SEO dan performance marketing Kriteria yang Kami Cari: Punya sense marketing & consumer behavior
Bisa bekerja secara mandiri maupun dalam tim
Proaktif memberikan ide campaign
Selalu update dengan tren terkini",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b57,"Technical Writer","PT Data Labs Analytics","Jakarta Pusat, DKI Jakarta","Penuh Waktu","Engineering","Time Management; +2; Kerja di kantor
1 - 3 tahun pengalaman
Minimal Sarjana (S1); Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Sarjana (S1); Technical Writing; Teamwork","Deskripsi pekerjaan Technical Writer PT Data Labs Analytics Job Description: Develop and maintain various types of technical documentation, including user manuals, API documentation, developer guides, knowledge base articles, release notes, Administrative Dossier, Official Reports, and internal documentation. Collaborate with engineers, product managers, and other technical staff to understand product features, functionality, and user needs. Translate complex technical information into clear, concise, and user-friendly language. Ensure documentation is accurate, consistent, and adheres to established style guides and standards. Create and maintain documentation templates and style guides. Manage the documentation lifecycle, including planning, writing, reviewing, and publishing. Gather and incorporate user feedback to improve documentation quality and usability. Stay up-to-date with the latest industry trends and best practices in technical writing. Assist Project Management Team in administrative procedures with clients Requirements : Candidates must possess at least a Diploma, Bachelor's degree in English, Journalism, Communications, Computer Science, or a related field. Proven experience (1+ years preferred) as a Technical Writer, preferably in the technology or data analytics industry. Excellent written and verbal communication skills in English (Bahasa Indonesia proficiency is a plus). Strong understanding of technical concepts and terminology related to software, data, and APIs. Proficiency in using documentation tools and platforms. Ability to work independently and as part of a team. Strong attention to detail and commitment to quality. Excellent organizational and time-management skills. Experience with Agile development methodologies is a plus. Familiarity with data visualization tools and techniques is a plus.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b58,"Technical Writer","Talent Tech","Jakarta Selatan, DKI Jakarta","Penuh Waktu","Engineering","UAT; +2; Kerja di kantor
1 - 3 tahun pengalaman
Minimal Sarjana (S1); Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Sarjana (S1); Software Documentation; Technical Writing","Deskripsi pekerjaan Technical Writer Talent Tech involves creating detailed documentation for various products and services. The Technical Writer is responsible for: Documenting system applications and creating comprehensive user manuals. Managing technical documentation and collaborating with software engineering and IT teams. Translating complex technical concepts into clear, concise information. Maintaining clarity, consistency, and quality across all materials. Collaborating with subject matter experts to ensure specialized topics are appropriately addressed. The ideal candidate for this role should have a Bachelor's degree in IT with at least 3 years of experience as a Technical Writer or in a similar role. Strong English communication skills, excellent technical documentation skills, and proficiency in relevant tools are also essential.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b59,"Technical Writer","PT Adaya Solusi Teknologi","Kab. Bandung, Jawa Barat","Penuh Waktu","Engineering","BPMN; +9; Kerja di kantor
1 - 3 tahun pengalaman
Minimal Sarjana (S1); Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Sarjana (S1); API Development; Microsoft Visio","Deskripsi pekerjaan Technical Writer PT Adaya Solusi Teknologi Job Description: 1. Create and update technical documentation such as user manuals, API documentation, system architecture documents, SOPs, and whitepapers. 2. Collaborate with Developers, QA, and System Analyst/Project Manager to gather information and understand technical concepts. 3. Translate complex technical information into simple, easy-to-understand language for various audiences. 4. Develop content for internal knowledge bases, FAQs, and how-to guides. 5. Organize and manage digital documentation using tools such as Markdown, HTML, or PDF formats. 6. Ensure consistency in style, tone, and formatting across all documentation. 7. Regularly review and audit existing documentation to ensure accuracy and relevancy. Job Qualification: Bachelor’s degree in Computer Science, Information Technology, English, Communications, or a related field. Minimum 1–2 years of experience as a Technical Writer, preferably in an IT or software development environment. Strong knowledge in SDLC concept. Strong working knowledge of Word Processing, MS Visio, Flowchart, UI application, Project management application. Familiarity with API documentation tools like Postman or Swagger is a plus. Strong communication skills and able to perform in a demanding, changing and fast-paced environment. Passion to expand current knowledge and learn new skills is a must. Familiar with UML, BPMN, or BPEL
Familiar with ERD, FSD, BRD, and TSD. Strong knowledge in tools Jira, and Confluence. Able to prepare development. Strong writing skills in English (both written and verbal). Ability to work independently and collaboratively within a team. High attention to detail and strong analytical thinking.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b5a,"Technical Writer","Tamtech International","Kab. Sleman, DI Yogyakarta","Penuh Waktu","Engineering","+3; Hybrid
1 - 3 tahun pengalaman
Minimal Diploma (D1 - D4); Hybrid; 1 - 3 tahun pengalaman; Minimal Diploma (D1 - D4); Technical Writing; Ticketing System; Software Documentation","Deskripsi pekerjaan Technical Writer Tamtech International We are currently looking for a Technical Writer to join our team for a Smart City Enterprise Architecture project. In this role, you will serve as the central communicator who transforms complex architectural models and technical specifications into clear, professional, and compliant documentation. You will work closely with Domain Leads and all Architecture Analysts to ensure project deliverables meet the rigorous standards of OIKN and USTDA. Key Responsibilities: Identify, structure, and document comprehensive Enterprise Architecture reports, blueprints, and technical specifications
Analyze and synthesize inputs from Business, Data, and Application/Tech Analysts into cohesive, unified documents
Map and ensure documentation compliance with USTDA formatting guidelines and OIKN regulatory standards
Identify ambiguities or inconsistencies in technical drafts and work with analysts to clarify and refine the content
Ensure strict alignment of terminology, tone, and quality across all final architectural deliverables Job Requirements: Bachelor's degree in Communications, English, Information Systems, IT, or a related field
Proven experience as a Technical Writer, Documentation Specialist, or System Analyst
Solid understanding of IT and Enterprise Architecture concepts; familiarity with TOGAF terminology is highly preferred
Proficiency in documentation and formatting tools (e.g., MS Office Suite, Confluence) and an eye for high-quality layout and typography
Strong editorial skills with the ability to translate highly technical jargon into clear, structured, and accessible prose
Excellent communication and cross-team coordination skills, with experience compiling multi-author reports
Willingness to travel and work on-site (hybrid arrangement) to project locations for stakeholder workshops and executive reviews",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b5b,"Content Writer","CV 1SOUVENIR","Kab. Bantul, DI Yogyakarta","Penuh Waktu","Marketing","Content Writing; +2; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Diploma (D1 - D4); 19-28 tahun; Laki-laki saja; Creative Writing","Deskripsi pekerjaan Content Writer CV 1SOUVENIR - Kami mencari seorang Content Writer yang memiliki minat besar dalam dunia kepenulisan dan strategi konten untuk bergabung bersama tim kami. Jika Anda mampu mengubah ide kompleks menjadi tulisan yang mudah dipahami dan persuasif, kami ingin bertemu Anda! Tanggung Jawab: - Menulis artikel blog, copy untuk media sosial, dan materi pemasaran lainnya. - Melakukan riset mendalam untuk memastikan akurasi dan kualitas konten. - Mengoptimalkan tulisan dengan kaidah SEO dasar. Kualifikasi: - Terbiasa menggunakan wordpress - Kemampuan riset yang baik dan perhatian terhadap detail. - Mampu bekerja sesuai tenggat waktu (deadline).",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
